date,rookery,section,obs,resample,count
8/24/16,NOR,3,JDB,2,0
8/24/16,NOR,3,JDB,2,1
8/24/16,NOR,3,JDB,2,3
8/24/16,NOR,2,JDB,2,4
8/24/16,NOR,2,JDB,2,0
8/24/16,NOR,2,JDB,2,3
8/24/16,NOR,2,JDB,2,3
8/24/16,NOR,2,JDB,2,0
8/24/16,NOR,2,JDB,2,2
8/24/16,NOR,2,JDB,2,3
8/24/16,NOR,2,JDB,2,1
8/24/16,NOR,2,JDB,2,4
8/24/16,NOR,2,JDB,2,1
8/24/16,NOR,2,JDB,2,1
8/24/16,NOR,2,JDB,2,2
8/24/16,NOR,1,JDB,2,1
8/24/16,NOR,1,JDB,2,3
8/24/16,NOR,1,JDB,2,0
8/24/16,NOR,1,JDB,2,2
8/24/16,NOR,1,JDB,2,2
8/24/16,NOR,1,JDB,2,1
8/24/16,NOR,1,JDB,2,4
8/24/16,NOR,1,JDB,2,4
8/24/16,NOR,1,JDB,2,3
8/24/16,NOR,1,JDB,2,4
8/24/16,NOR,1,JDB,2,3
8/24/16,NOR,1,JDB,2,1
8/24/16,STA,1,JDB,2,4
8/24/16,STA,1,JDB,2,6
8/24/16,STA,1,JDB,2,2
8/24/16,STA,1,JDB,2,0
8/24/16,STA,1,JDB,2,2
8/24/16,STA,1,JDB,2,2
8/25/16,SGZ,3,JDB,3,0
8/25/16,SGZ,3,JDB,3,1
8/25/16,SGZ,3,JDB,3,3
8/25/16,SGZ,2,JDB,3,3
8/25/16,SGZ,2,JDB,3,4
8/25/16,SGZ,2,JDB,3,1
8/25/16,SGZ,2,JDB,3,3
8/25/16,SGZ,2,JDB,3,4
8/25/16,SGZ,2,JDB,3,4
8/25/16,SGZ,2,JDB,3,5
8/25/16,SGZ,2,JDB,3,5
8/25/16,SGZ,2,JDB,3,2
8/25/16,SGZ,2,JDB,3,3
8/25/16,SGZ,2,JDB,3,6
8/25/16,SGZ,2,JDB,3,1
8/25/16,SGZ,1,JDB,3,3
8/25/16,SGZ,1,JDB,3,4
8/25/16,SGZ,1,JDB,3,4
8/25/16,SGZ,1,JDB,3,2
8/25/16,SGZ,1,JDB,3,4
8/25/16,SGZ,3,JTS,3,3
8/25/16,SGZ,3,JTS,3,2
8/25/16,SGZ,3,JTS,3,2
8/25/16,SGZ,2,JTS,3,1
8/25/16,SGZ,2,JTS,3,3
8/25/16,SGZ,2,JTS,3,5
8/25/16,SGZ,2,JTS,3,3
8/25/16,SGZ,2,JTS,3,3
8/25/16,SGZ,2,JTS,3,5
8/25/16,SGZ,2,JTS,3,4
8/25/16,SGZ,2,JTS,3,3
8/25/16,SGZ,2,JTS,3,1
8/25/16,SGZ,2,JTS,3,1
8/25/16,SGZ,2,JTS,3,4
8/25/16,SGZ,2,JTS,3,5
8/25/16,SGZ,1,JTS,3,3
8/25/16,SGZ,1,JTS,3,3
8/25/16,SGZ,1,JTS,3,6
8/25/16,SGZ,1,JTS,3,2
